run (N), input-size (bytes), ops (bytes/ms), time (ms)
1, 1, 29.66, 0.033715441672285906
3, 2, 73.62, 0.027166530834012496
5, 3, 109.38, 0.027427317608337904
7, 4, 144.6, 0.027662517289073305
8, 5, 182.3, 0.027427317608337904
9, 6, 217.92, 0.02753303964757709
10, 7, 250.39, 0.02795638803466592
11, 9, 316.62, 0.028425241614553724
12, 11, 399.41, 0.027540622418066648
13, 14, 504.56, 0.02774694783573807
14, 17, 371.96, 0.04570383912248629
15, 21, 460.53, 0.045599635202918376
16, 25, 537.75, 0.046490004649000466
17, 31, 678.59, 0.04568296025582458
18, 38, 594.7, 0.06389776357827476
19, 46, 715.3, 0.06430868167202572
20, 56, 723.52, 0.07739938080495357
21, 69, 777.63, 0.08873114463176575
22, 84, 808.08, 0.10395010395010396
23, 103, 854.9, 0.12048192771084337
24, 126, 927.36, 0.1358695652173913
25, 154, 925.54, 0.16638935108153077
26, 188, 943.76, 0.199203187250996
27, 230, 936.1, 0.2457002457002457
28, 282, 967.26, 0.2915451895043732
29, 345, 976.35, 0.35335689045936397
30, 422, 970.6, 0.43478260869565216
31, 516, 990.72, 0.5208333333333334
32, 631, 996.98, 0.6329113924050633
33, 772, 1003.6, 0.7692307692307693
34, 944, 1000.64, 0.9433962264150944
35, 1155, 993.3, 1.1627906976744187
36, 1413, 1003.23, 1.408450704225352
37, 1728, 1002.24, 1.7241379310344827
38, 2113, 1004.1980198019802, 2.1041666666666665
39, 2585, 988.3823529411765, 2.6153846153846154
40, 3162, 992, 3.1875
41, 3868, 995.7227722772277, 3.8846153846153846
42, 4732, 993.72, 4.761904761904762
43, 5788, 946.1153846153846, 6.117647058823529
44, 7079, 971.6274509803922, 7.285714285714286
45, 8660, 989.7142857142857, 8.75
46, 10593, 999.3396226415094, 10.6
47, 12957, 950.9724770642201, 13.625
48, 15849, 990.5625, 16
49, 19387, 1011.4956521739131, 19.166666666666668
50, 23714, 996.3865546218487, 23.8
51, 29007, 1008.9391304347826, 28.75
52, 35481, 1004.1792452830189, 35.333333333333336
53, 43401, 978.9699248120301, 44.333333333333336
54, 53088, 1011.2, 52.5
55, 64938, 1014.65625, 64
56, 79433, 1005.4810126582279, 79
57, 97163, 1017.4136125654451, 95.5
58, 118850, 998.7394957983194, 119
59, 145378, 1016.6293706293707, 143
60, 177828, 1010.3863636363636, 176
61, 217520, 1002.3963133640553, 217
62, 266073, 989.1189591078067, 269
63, 325462, 1001.4215384615385, 325
64, 398107, 966.2791262135922, 412
65, 486968, 979.8148893360161, 497
66, 595662, 1002.7979797979798, 594
67, 728618, 1014.7883008356546, 718
68, 891251, 989.1798002219756, 901
69, 1090184, 1007.5637707948244, 1082
70, 1333521, 1010.2431818181818, 1320
71, 1631173, 1013.780609073959, 1609
72, 1995262, 1013.8526422764228, 1968
73, 2440619, 1007.6874483897606, 2422
74, 2985383, 995.1276666666666, 3000
75, 3651741, 997.1985253959585, 3662
76, 4466836, 992.6302222222222, 4500
77, 5463865, 1000.3414500183084, 5462
78, 6683439, 999.7664921465969, 6685
79, 8175230, 999.416870415648, 8180
80, 10000000, 998.7016878058524, 10013
