run (N), input-size (bytes), ops (bytes/ms), time (ms)
1, 1, 31.24, 0.03201024327784891
3, 2, 84.87128712871286, 0.023565095660289314
5, 3, 130.44, 0.022999080036798528
7, 4, 162.32, 0.02464268112370626
8, 5, 227.5, 0.02197802197802198
9, 6, 249.84, 0.024015369836695485
10, 7, 311.85, 0.02244668911335578
11, 9, 376.56, 0.02390057361376673
12, 11, 501.621359223301, 0.021928890781349797
13, 14, 546.98, 0.025595085743537242
14, 17, 666.23, 0.025516713447307986
15, 21, 890.82, 0.023573785950023574
16, 25, 1157.5, 0.02159827213822894
17, 31, 1320.91, 0.02346866932644919
18, 38, 1656.8, 0.022935779816513763
19, 46, 1932.46, 0.023803856224708403
20, 56, 1906.8, 0.02936857562408223
21, 69, 2168.67, 0.03181673560292714
22, 84, 2168.88, 0.038729666924864445
23, 103, 3305.27, 0.031162355874104083
24, 126, 3059.28, 0.04118616144975288
25, 154, 3917.76, 0.03930817610062893
26, 188, 3748.72, 0.05015045135406219
27, 230, 4781.7, 0.0481000481000481
28, 282, 4796.82, 0.058788947677836566
29, 345, 5554.5, 0.062111801242236024
30, 422, 6013.5, 0.07017543859649122
31, 516, 5562.48, 0.09276437847866419
32, 631, 6178.80198019802, 0.10212335692618807
33, 772, 5241.88, 0.14727540500736377
34, 944, 6692.96, 0.14104372355430184
35, 1155, 6537.3, 0.17667844522968199
36, 1413, 6683.49, 0.21141649048625794
37, 1728, 7032.96, 0.2457002457002457
38, 2113, 7247.59, 0.2915451895043732
39, 2585, 7470.65, 0.3460207612456747
40, 3162, 7493.94, 0.4219409282700422
41, 3868, 7117.12, 0.5434782608695652
42, 4732, 7665.84, 0.6172839506172839
43, 5788, 7755.92, 0.746268656716418
44, 7079, 7716.11, 0.9174311926605505
45, 8660, 7187.8, 1.2048192771084338
46, 10593, 7866.089108910891, 1.3466666666666667
47, 12957, 7774.2, 1.6666666666666667
48, 15849, 7475.943396226415, 2.12
49, 19387, 6203.84, 3.125
50, 23714, 7982.930693069307, 2.9705882352941178
51, 29007, 7962.705882352941, 3.642857142857143
52, 35481, 7922.941747572816, 4.478260869565218
53, 43401, 7440.171428571429, 5.833333333333333
54, 53088, 7963.2, 6.666666666666667
55, 64938, 7964.094339622641, 8.153846153846153
56, 79433, 7943.3, 10
57, 97163, 7949.7, 12.222222222222221
58, 118850, 8077.184466019417, 14.714285714285714
59, 145378, 8002.45871559633, 18.166666666666668
60, 177828, 7599.48717948718, 23.4
61, 217520, 7909.818181818182, 27.5
62, 266073, 7982.19, 33.333333333333336
63, 325462, 7510.661538461539, 43.333333333333336
64, 398107, 6421.080645161291, 62
65, 486968, 7983.081967213115, 61
66, 595662, 7636.692307692308, 78
67, 728618, 7710.243386243386, 94.5
68, 891251, 7957.598214285715, 112
69, 1090184, 7570.722222222223, 144
70, 1333521, 7620.12, 175
71, 1631173, 7804.655502392345, 209
72, 1995262, 7824.556862745098, 255
73, 2440619, 7822.496794871795, 312
74, 2985383, 7856.271052631579, 380
75, 3651741, 7938.567391304347, 460
76, 4466836, 7891.936395759717, 566
77, 5463865, 7953.224163027657, 687
78, 6683439, 7975.464200477327, 838
79, 8175230, 7983.623046875, 1024
80, 10000000, 8006.405124099279, 1249
